TransactionType,Channel,TransactionAmount,CustomerAge,TransactionDuration,AccountBalance,Cluster
Debit,ATM,26.1,27.0,32.0,1435.72,3
Debit,ATM,436.77,20.0,176.0,825.69,3
Debit,ATM,292.38,68.0,224.0,5803.89,3
Debit,Online,25.29,50.0,125.0,5374.69,0
Credit,Online,123.34999999999998,31.0,10.0,6852.16,4
Debit,Branch,139.52,23.0,30.999999999999996,1570.22,1
Debit,Online,51.2,18.0,83.0,730.6,0
Credit,Online,122.85,47.0,127.0,13185.39,4
Credit,Online,161.38,24.0,101.0,3900.3399999999997,4
Debit,Online,2.51,63.0,32.0,4891.56,0
Debit,ATM,22.62,64.0,102.0,7682.0,3
Debit,Branch,126.82999999999998,57.0,39.0,6100.98,1
Debit,Online,46.6,55.0,68.00000000000001,1562.9,0
Debit,Branch,243.79999999999998,57.0,48.0,13732.81,1
Credit,Branch,231.51,60.0,96.0,5790.7,2
Debit,Online,175.05,39.0,34.0,1447.35,0
Debit,ATM,762.74,64.0,244.0,207.1,3
Debit,Branch,34.03,57.0,37.99999999999999,3077.2,1
Debit,Branch,15.949999999999998,25.0,52.00000000000001,1983.0,1
Credit,Online,101.51,46.0,199.0,3052.47,4
Debit,Branch,309.42,27.0,42.00000000000001,8564.46,1
Credit,Online,257.6,59.0,293.0,7950.74,4
Credit,Branch,746.78,21.0,64.0,1699.81,2
Credit,Branch,82.01,23.0,156.0,287.46,2
Debit,Online,476.98999999999995,23.0,187.0,1154.48,0
Debit,Branch,320.11,23.0,130.0,4076.4799999999996,1
Debit,ATM,333.39,68.0,35.0,10628.59,3
Debit,ATM,10.3,47.0,197.0,7801.32,3
Credit,Branch,737.46,53.0,75.0,634.16,2
Debit,Online,416.55,33.0,73.0,922.9599999999999,0
Debit,Online,84.91,18.0,68.00000000000001,1671.86,0
Debit,Branch,98.95,75.0,73.0,5670.82,1
Credit,ATM,18.14,58.0,48.0,6020.85,4
Debit,Online,215.13,46.0,114.0,3956.6899999999996,0
Credit,Branch,218.57,62.0,102.0,13869.86,2
Debit,ATM,341.88,43.0,89.0,4159.52,3
Debit,Online,691.92,19.0,61.00000000000001,1084.65,0
Debit,Branch,50.43,32.0,51.00000000000001,9794.26,1
Debit,Branch,440.43,78.0,22.999999999999996,5123.24,1
Debit,Branch,299.03,39.0,52.00000000000001,1381.28,1
Debit,ATM,1.98,66.0,170.0,11619.1,3
Debit,ATM,173.45,31.0,161.0,9077.62,3
Debit,Branch,438.76,22.0,73.0,1824.19,1
Credit,Online,519.62,71.0,40.0,4159.33,4
Debit,Online,738.68,50.0,123.99999999999999,14352.33,0
Debit,Online,151.14,64.0,37.99999999999999,2156.54,0
Debit,Branch,75.77,51.0,148.0,8361.7,1
Debit,Online,444.52,27.0,17.0,5424.6,0
Debit,Online,5.29,52.0,276.0,11263.89,0
Credit,Online,97.63,48.0,127.0,12467.31,4
Debit,Branch,256.95,26.0,71.0,2531.24,1
Credit,Branch,734.86,48.0,290.0,6242.03,2
Debit,Branch,84.28,39.0,142.0,13586.06,1
Credit,ATM,202.49,48.0,69.00000000000001,7447.099999999999,4
Debit,Branch,154.99,25.0,53.00000000000001,1419.31,1
Debit,Branch,481.5299999999999,58.0,277.0,6142.54,1
Debit,Online,172.92,20.0,212.0,416.37,0
Credit,Branch,275.59,53.0,238.0,6313.22,2
Debit,Online,207.2,60.0,133.0,8092.9400000000005,0
Debit,Branch,136.82,31.0,14.0,6229.13,1
Debit,Branch,624.0,26.0,132.0,4976.18,1
Debit,Online,179.38,30.0,28.0,8741.51,0
Debit,ATM,10.15,59.0,58.00000000000001,7155.04,3
Debit,ATM,26.3,32.0,33.0,7473.73,3
Credit,Branch,319.5,29.0,69.00000000000001,2366.3,2
Debit,Branch,182.42,51.0,137.0,3051.29,1
Debit,ATM,716.62,44.0,241.0,6987.4,3
Credit,ATM,222.96,65.0,150.0,7370.41,4
Debit,ATM,79.77,68.0,167.0,5010.31,3
Debit,Branch,431.08,59.0,25.000000000000004,6760.22,1
Debit,ATM,592.24,52.0,140.0,9817.05,3
Credit,Branch,200.19,52.0,107.99999999999999,4389.96,2
Credit,Branch,297.5,73.0,80.0,6768.14,2
Debit,ATM,345.86,51.0,145.0,1504.64,3
Debit,Online,343.88,63.0,97.0,6486.18,0
Credit,Online,16.52,25.0,135.0,835.5299999999999,4
Debit,Branch,162.1,41.0,151.0,8576.65,1
Debit,Online,36.12,22.0,234.0,1593.03,0
Debit,ATM,354.91,74.0,191.0,3872.5500000000006,3
Debit,ATM,38.41,40.0,117.0,9129.68,3
Debit,Branch,53.52,49.0,55.0,2227.49,1
Debit,Online,498.59,57.0,138.0,2619.46,0
Debit,ATM,13.3,23.0,63.0,213.0,3
Debit,ATM,189.65,21.0,60.00000000000001,8457.09,3
Debit,ATM,255.32,80.0,26.999999999999996,6290.62,3
Credit,Branch,230.51,51.0,56.0,9522.37,2
Debit,ATM,237.74,61.0,151.99999999999997,11795.12,3
Debit,ATM,512.76,52.0,26.0,5121.36,3
Debit,ATM,151.37,54.0,53.00000000000001,8356.08,3
Credit,ATM,85.01,25.0,157.0,1299.4,4
Debit,Online,444.47,57.0,61.00000000000001,6062.94,0
Debit,ATM,184.19,67.0,58.00000000000001,7588.67,3
Credit,Online,879.25,24.0,137.0,125.84999999999998,4
Credit,Branch,55.98,24.0,87.0,7047.04,2
Credit,ATM,54.91,41.0,275.0,7927.2699999999995,4
Debit,Online,393.74,26.0,90.0,1769.06,0
Debit,Online,58.94,30.0,26.0,4575.98,0
Debit,ATM,515.57,27.0,56.0,9269.67,3
Debit,ATM,332.15,59.0,105.0,9749.46,3
Debit,Online,177.94,19.0,173.0,123.23999999999998,0
Debit,Online,68.68,49.0,141.0,4718.51,0
Debit,Online,240.03,33.0,30.999999999999996,7807.73,0
Debit,ATM,168.34,64.0,240.0,7483.01,3
Debit,Online,474.77,46.0,284.0,8494.53,0
Debit,Online,451.70000000000005,29.0,103.0,8994.67,0
Debit,Branch,243.85,39.0,43.0,4576.78,1
Debit,Branch,5.76,38.0,164.0,5859.79,1
Debit,Online,435.08,55.0,78.0,2103.41,0
Debit,ATM,127.77999999999999,20.0,170.0,1046.66,3
Credit,Online,23.14,47.0,93.0,10536.54,4
Debit,Branch,545.87,27.0,41.0,4860.01,1
Debit,Online,21.21,55.0,37.0,9575.42,0
Credit,Branch,423.53,50.0,81.0,5453.4,2
Credit,Online,142.1,18.0,109.0,1545.64,4
Debit,ATM,114.15,19.0,52.00000000000001,1612.4,3
Credit,Online,275.98,72.0,67.0,6151.05,4
Debit,Branch,590.68,27.0,22.999999999999996,852.1999999999999,1
Debit,ATM,152.42,42.0,176.0,9141.79,3
Credit,Branch,395.77,43.0,118.0,6425.99,2
Debit,Online,615.16,26.0,140.0,214.61,0
Credit,Online,207.82,19.0,30.0,229.02,4
Debit,ATM,220.52,57.0,151.99999999999997,1793.09,3
Debit,ATM,281.47,34.0,142.0,4437.48,3
Credit,Branch,57.910000000000004,58.0,97.0,3641.06,2
Credit,Branch,30.480000000000004,32.0,78.0,11481.85,2
Debit,Branch,453.0899999999999,48.0,97.0,6708.65,1
Debit,Online,424.47,22.0,116.00000000000001,5491.55,0
Debit,ATM,228.4,67.0,116.00000000000001,9598.43,3
Debit,Online,67.17,63.0,48.0,14410.44,0
Debit,Online,284.89,53.0,115.0,9738.6,0
Debit,Online,118.69,33.0,296.0,749.3399999999999,0
Debit,ATM,221.33,27.0,276.0,1185.43,3
Credit,ATM,252.31,26.0,172.0,1584.6,4
Credit,Online,58.849999999999994,71.0,115.0,1789.8,4
Debit,Online,194.68,32.0,165.0,14494.18,0
Debit,Branch,433.53,38.0,231.0,6368.32,1
Debit,ATM,178.26,59.0,59.00000000000001,1137.13,3
Debit,Online,207.65,34.0,98.0,5143.8,0
Debit,Online,237.0,49.0,115.0,14021.4,0
Credit,Online,347.63,25.0,272.0,1400.04,4
Debit,ATM,517.68,31.0,24.0,11305.81,3
Debit,Branch,36.25,52.0,75.99999999999999,193.06,1
Debit,ATM,46.53,42.0,34.0,4468.12,3
Debit,ATM,207.47,53.0,12.0,1688.9,3
Debit,ATM,199.7,43.0,285.0,7574.449999999999,3
Credit,Online,307.89,62.0,90.0,2637.55,4
Debit,Branch,403.63,31.0,167.0,3304.02,1
Debit,ATM,20.06,27.0,144.0,445.21,3
Debit,ATM,236.57,79.0,112.0,3488.77,3
Debit,ATM,0.32,39.0,136.0,7158.58,3
Debit,ATM,14.279999999999998,23.0,81.0,1597.51,3
Credit,Branch,232.35000000000002,33.0,153.0,4186.25,2
Debit,Online,317.53,44.0,104.0,6237.68,0
Debit,ATM,74.67,43.0,283.0,3449.35,3
Credit,Online,65.01,29.0,67.0,10235.19,4
Debit,Branch,0.45,34.0,172.0,8670.23,1
Debit,ATM,364.13,63.0,61.00000000000001,8198.0,3
Debit,Branch,340.13,24.0,32.0,1149.74,1
Debit,Branch,15.809999999999999,69.0,11.0,8384.85,1
Debit,Online,222.66,39.0,88.0,14466.38,0
Debit,Branch,638.24,48.0,64.0,5695.78,1
Debit,ATM,241.21000000000004,31.0,107.99999999999999,1220.86,3
Debit,Online,171.16,51.0,42.00000000000001,6126.5,0
Credit,Online,37.65,27.0,109.0,411.78,4
Debit,Online,25.77,68.0,18.0,4331.54,0
Debit,ATM,789.8,40.0,94.0,13948.09,3
Credit,Branch,308.85,20.0,33.0,333.19,2
Debit,Online,806.97,25.0,11.0,102.2,0
Debit,Online,364.81,25.0,53.00000000000001,1145.23,0
Debit,ATM,490.81999999999994,26.0,114.0,8704.27,3
Debit,Branch,311.28,49.0,198.0,135.96,1
Debit,ATM,85.03,51.0,48.0,4597.57,3
Debit,Branch,307.75,64.0,63.0,1061.58,1
Debit,Online,333.67,36.0,68.00000000000001,9238.08,0
Debit,Branch,589.89,56.0,213.0,9404.63,1
Debit,Branch,372.08,66.0,63.0,13330.74,1
Credit,Online,502.90000000000003,26.0,141.0,341.24,4
Debit,ATM,103.81,36.0,34.0,7044.63,3
Debit,ATM,69.43,30.0,162.0,9281.85,3
Credit,ATM,110.4,56.0,61.99999999999999,8639.36,4
Credit,Branch,275.65,28.0,14.0,4957.57,2
Debit,Online,336.01,63.0,121.0,9938.2,0
Debit,ATM,251.8,62.0,102.0,11796.66,3
Debit,Branch,334.07,59.0,200.00000000000003,7306.79,1
Debit,Online,52.44,27.0,87.0,3157.75,0
Debit,Online,141.37,46.0,77.0,1019.7699999999999,0
Credit,Online,211.7,50.0,205.0,12272.78,4
Debit,Branch,61.4,41.0,20.0,7892.87,1
Debit,ATM,308.23,60.0,22.999999999999996,4150.63,3
Debit,Branch,111.41,21.0,181.0,1204.11,1
Debit,ATM,675.49,61.0,159.0,1892.9999999999998,3
Debit,ATM,29.72,26.0,37.99999999999999,1059.62,3
Debit,Online,301.73,67.0,163.0,990.7399999999999,0
Debit,Branch,294.61,60.0,74.0,7375.59,1
Credit,ATM,106.43,52.0,164.0,9403.12,4
Debit,Online,381.52,36.0,79.0,5798.92,0
Debit,Branch,5.66,40.0,33.0,5434.64,1
Debit,ATM,209.09,48.0,203.0,9100.81,3
Debit,ATM,521.81,47.0,34.0,4750.96,3
Debit,Online,588.36,33.0,134.0,8434.99,0
Debit,Online,146.67,20.0,273.0,1569.75,0
Credit,Online,176.52,73.0,94.0,7132.08,4
Debit,Online,57.34,27.0,81.0,1100.64,0
Debit,Online,294.77,77.0,101.0,2272.17,0
Debit,Online,881.32,31.0,59.00000000000001,2287.93,0
Debit,Branch,162.59,64.0,18.999999999999996,7104.83,1
Debit,Branch,56.15,31.0,77.0,13265.92,1
Debit,ATM,524.55,39.0,175.0,8292.75,3
Debit,Branch,535.4,23.0,110.0,651.8399999999999,1
Debit,ATM,56.84,45.0,185.0,7977.78,3
Debit,Branch,135.94,71.0,258.0,4710.21,1
Credit,Branch,47.1,42.0,178.0,6308.07,2
Credit,Branch,124.05,61.0,220.0,7009.54,2
Debit,ATM,802.89,19.0,175.0,1973.63,3
Debit,ATM,193.16,64.0,109.0,2304.56,3
Credit,Branch,541.52,48.0,161.0,6087.24,2
Debit,ATM,20.17,77.0,86.0,3869.3699999999994,3
Credit,Branch,35.98,40.0,133.0,11147.34,2
Debit,Branch,273.24,51.0,173.0,2202.21,1
Debit,ATM,663.45,67.0,147.0,5897.29,3
Debit,Branch,343.86,57.0,70.0,3278.65,1
Debit,Branch,69.38,69.0,280.0,12072.11,1
Debit,ATM,75.43,77.0,266.0,1441.86,3
Debit,Branch,414.64,32.0,74.0,7253.22,1
Debit,Branch,86.79,33.0,166.0,8795.37,1
Debit,Branch,14.1,45.0,73.0,6949.21,1
Credit,Branch,63.33,23.0,123.99999999999999,792.33,2
Debit,Branch,606.27,29.0,42.00000000000001,9668.78,1
Debit,Branch,4.47,27.0,132.0,1381.75,1
Debit,Online,289.01,66.0,96.0,4226.26,0
Debit,Branch,338.69,18.0,169.0,1137.89,1
Debit,Branch,97.73,69.0,156.0,7885.209999999999,1
Credit,ATM,27.61,54.0,26.0,3679.64,4
Debit,ATM,284.17,51.0,189.0,3479.56,3
Debit,Branch,76.21,22.0,69.00000000000001,664.9299999999998,1
Credit,Branch,334.79,69.0,292.0,624.0899999999999,2
Debit,ATM,584.51,74.0,75.99999999999999,3254.56,3
Debit,Branch,432.18,18.0,162.0,678.8299999999999,1
Debit,Online,134.55,59.0,165.0,14852.42,0
Debit,ATM,61.660000000000004,26.0,86.0,5705.4,3
Debit,Branch,12.35,25.0,22.0,1846.85,1
Debit,Branch,213.25,25.0,63.0,677.7899999999998,1
Debit,Branch,34.93,31.0,72.0,2810.37,1
Debit,Online,335.68,24.0,142.0,1188.95,0
Debit,ATM,423.96,43.0,75.0,8374.38,3
Credit,Online,361.38,72.0,71.0,4972.92,4
Debit,Branch,220.82,42.0,30.999999999999996,4298.13,1
Credit,Online,717.36,22.0,138.0,514.88,4
Debit,ATM,406.12,42.0,106.0,10501.53,3
Debit,ATM,427.83,47.0,29.000000000000004,3293.06,3
Credit,Online,416.62,26.0,67.0,9700.9,4
Debit,ATM,21.9,28.0,30.0,1052.27,3
Credit,Online,717.74,42.0,168.00000000000003,8375.16,4
Debit,ATM,393.68,55.0,141.0,10135.88,3
Debit,Branch,281.91,25.0,269.0,225.53,1
Debit,ATM,239.85,70.0,50.00000000000001,1477.63,3
Debit,Branch,237.84,26.0,16.0,8932.39,1
Credit,Online,459.28999999999996,64.0,109.0,1006.12,4
Debit,Branch,196.49,41.0,65.0,7516.560000000001,1
Debit,ATM,21.23,23.0,103.0,319.18,3
Debit,Online,95.23,20.0,60.00000000000001,966.8799999999999,0
Debit,Branch,344.87,58.0,25.000000000000004,7447.44,1
Credit,ATM,129.62,23.0,123.99999999999999,620.28,4
Debit,ATM,16.53,21.0,220.0,707.95,3
Credit,ATM,277.02,46.0,227.0,8586.38,4
Debit,Branch,13.02,51.0,42.00000000000001,6076.45,1
Debit,ATM,199.02,22.0,185.0,793.6299999999999,3
Debit,Branch,684.5,29.0,75.99999999999999,6258.63,1
Debit,ATM,45.92,26.0,22.999999999999996,544.56,3
Debit,ATM,761.73,19.0,26.999999999999996,151.28,3
Debit,ATM,331.38,42.0,122.0,844.5499999999998,3
Debit,Branch,602.8,60.0,173.0,7417.69,1
Credit,Branch,64.12,57.0,222.0,1029.09,2
Debit,Online,57.38,28.0,86.0,899.5199999999999,0
Credit,ATM,94.64,28.0,144.0,586.76,4
Credit,Branch,155.56,19.0,64.0,129.79,2
Credit,Online,301.39,47.0,104.0,10548.58,4
Debit,Online,136.31,74.0,65.0,4384.95,0
Debit,ATM,4.39,26.0,63.0,1429.61,3
Debit,Online,429.25,29.0,107.0,5019.68,0
Credit,Branch,138.54,60.0,93.0,8274.77,2
Debit,Branch,33.03,21.0,28.0,935.8800000000001,1
Debit,Online,76.39,30.0,80.0,11584.32,0
Debit,ATM,25.32,19.0,25.000000000000004,1642.34,3
Debit,ATM,330.91,36.0,28.0,6481.35,3
Debit,Online,153.55,37.0,16.0,5619.91,0
Debit,Online,217.61,27.0,120.0,1661.1,0
Credit,Branch,131.69,53.0,59.00000000000001,2958.43,2
Debit,Online,68.49,67.0,49.0,6683.31,0
Debit,Branch,470.62,57.0,127.0,12470.62,1
Debit,Branch,385.35,38.0,269.0,5184.13,1
Debit,Online,74.72,26.0,132.0,165.75,0
Credit,Online,352.03,27.0,219.0,4846.68,4
Debit,ATM,275.87,25.0,112.0,1697.58,3
Credit,ATM,90.94,63.0,56.0,3896.08,4
Debit,ATM,206.25,74.0,56.0,3651.07,3
Debit,ATM,116.76000000000002,51.0,212.0,4480.43,3
Debit,ATM,91.5,47.0,77.0,667.6599999999999,3
Debit,Branch,489.31,43.0,36.0,5595.22,1
Credit,Online,414.49,58.0,107.99999999999999,12709.58,4
Debit,Branch,315.13,30.0,143.0,6570.94,1
Debit,Branch,28.379999999999995,45.0,260.0,8892.62,1
Debit,Branch,456.05,68.0,20.0,11729.51,1
Debit,Branch,277.22,35.0,41.0,12104.51,1
Debit,Online,54.84,52.0,123.99999999999999,3495.51,0
Credit,Online,29.92,68.0,63.0,7855.01,4
Debit,Online,133.06,35.0,143.0,8843.44,0
Debit,ATM,332.06,29.0,221.0,11826.52,3
Credit,Online,14.340000000000002,67.0,24.0,7932.509999999999,4
Debit,Online,468.32,69.0,151.99999999999997,4710.04,0
Debit,Branch,582.17,57.0,135.0,7310.83,1
Debit,Branch,245.61999999999998,23.0,127.0,1879.8200000000002,1
Debit,ATM,83.6,47.0,192.0,13899.24,3
Credit,Branch,331.22,61.0,161.0,12613.25,2
Credit,Online,57.489999999999995,24.0,177.0,765.1499999999999,4
Debit,ATM,85.58,55.0,60.00000000000001,7794.84,3
Debit,Branch,157.56,43.0,159.0,7541.160000000001,1
Debit,Online,230.3,46.0,24.0,8356.88,0
Debit,ATM,305.92,72.0,88.0,1445.47,3
Debit,Branch,116.32999999999998,27.0,144.0,1696.15,1
Credit,Online,537.71,19.0,175.0,1806.08,4
Credit,Branch,538.17,27.0,252.0,5908.04,2
Debit,Online,219.44,42.0,22.999999999999996,4207.27,0
Debit,Online,61.62,57.0,18.999999999999996,8365.37,0
Debit,Online,58.77,27.0,191.0,7261.7,0
Debit,ATM,538.13,62.0,165.0,5008.59,3
Debit,Branch,177.05,24.0,235.0,4287.82,1
Debit,Online,403.01,63.0,286.0,10513.52,0
Debit,Branch,719.76,19.0,190.0,690.5199999999999,1
Debit,Online,163.22,26.0,217.0,1788.27,0
Debit,Online,242.85000000000002,42.0,93.0,4672.8,0
Credit,Online,291.22,41.0,100.00000000000001,3677.63,4
Debit,ATM,56.52,42.0,151.99999999999997,6911.2,3
Debit,Online,195.8,39.0,186.0,12027.68,0
Credit,Branch,66.76,36.0,44.0,184.72,2
Debit,Online,190.9,28.0,40.0,101.25,0
Debit,Branch,106.99,38.0,151.99999999999997,5771.4,1
Debit,ATM,655.81,55.0,164.0,4539.99,3
Credit,Online,107.1,25.0,175.0,193.8,4
Debit,ATM,79.92,44.0,274.0,9138.76,3
Debit,Branch,430.83,18.0,292.0,941.4899999999999,1
Debit,Branch,235.34000000000003,26.0,68.00000000000001,566.83,1
Credit,Branch,86.35,52.0,24.0,1550.48,2
Debit,ATM,337.99,70.0,115.0,9038.63,3
Credit,Branch,577.13,40.0,66.0,6640.51,2
Debit,ATM,213.33,52.0,161.0,5400.44,3
Debit,Branch,54.52,32.0,164.0,6980.98,1
Debit,Branch,100.13,57.0,168.00000000000003,5209.16,1
Credit,Online,883.92,53.0,129.0,2342.64,4
Credit,Branch,69.8,27.0,138.0,136.77,2
Debit,Branch,768.94,64.0,53.00000000000001,6860.18,1
Debit,Online,179.62,24.0,119.0,409.26,0
Debit,ATM,425.91,23.0,47.0,383.58,3
Debit,ATM,263.34,64.0,55.0,2411.02,3
Credit,Online,113.02999999999999,36.0,12.0,6756.13,4
Debit,Online,11.02,42.0,42.00000000000001,7879.66,0
Debit,Branch,865.17,24.0,161.0,9297.5,1
Debit,ATM,152.0,51.0,63.0,7531.429999999999,3
Debit,ATM,270.39,25.0,104.0,899.15,3
Debit,ATM,246.41,54.0,22.999999999999996,1431.6,3
Debit,ATM,336.84,22.0,100.00000000000001,4500.26,3
Credit,Online,261.45,50.0,96.0,6735.74,4
Credit,Online,99.98,73.0,151.99999999999997,3037.97,4
Debit,Online,400.69,32.0,26.0,9040.33,0
Debit,ATM,411.47,26.0,120.0,796.63,3
Debit,Online,204.63,52.0,91.99999999999999,9199.52,0
Debit,Online,421.56,53.0,144.0,8037.870000000001,0
Debit,ATM,193.38,18.0,285.0,1081.79,3
Debit,ATM,377.04,34.0,64.0,3812.87,3
Credit,Branch,54.1,28.0,17.0,940.91,2
Debit,ATM,18.1,57.0,66.0,6474.34,3
Credit,Online,408.62,48.0,159.0,2498.48,4
Debit,Branch,162.1,64.0,221.0,9578.74,1
Debit,ATM,165.31,49.0,28.0,7346.66,3
Debit,ATM,267.48,21.0,159.0,811.86,3
Debit,Branch,856.9,36.0,150.0,8579.69,1
Debit,Online,433.9,65.0,37.0,9013.1,0
Credit,ATM,271.22,45.0,87.0,6863.02,4
Credit,Online,307.68,75.0,162.0,2052.84,4
Debit,ATM,348.17,21.0,181.0,1887.84,3
Debit,Branch,43.1,25.0,102.0,6944.9,1
Credit,Branch,557.78,26.0,102.0,1289.48,2
Debit,ATM,325.6,69.0,88.0,13777.1,3
Credit,Online,235.82999999999998,53.0,169.0,4120.75,4
Debit,Online,603.54,44.0,26.0,10517.47,0
Debit,ATM,270.25,31.0,42.00000000000001,5414.97,3
Debit,Online,123.38,59.0,40.0,13542.41,0
Debit,ATM,577.12,39.0,69.00000000000001,5265.88,3
Debit,Branch,92.24,60.0,93.0,6937.48,1
Credit,Branch,856.21,33.0,109.0,12690.79,2
Debit,Branch,251.54,48.0,177.0,254.75,1
Debit,Branch,28.629999999999995,56.0,146.0,3382.91,1
Debit,Online,185.97,23.0,18.999999999999996,1776.91,0
Credit,Online,243.08,24.0,93.0,131.25,4
